,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,min_deficit_sq,supplied_demand_GINI,experiment,scenario
423,-0.032178723,-0.017123253,0.301201364,-0.295378049,5.751,1.349,0,0.4,2.2,3.03838579,0.826600614,0.079088999,0.516497978,1.503176618,2.93292,0.75717,0.94351,0.78229,1.20143,1.03596,1.0917,0.08382,0.66024,1.25116,0.03596,0.0917,0.91618,0.33976,0.25116,166,160,13,98,183,0.08382,0.00482,0.268369683,gini minimization and supplied demand maximization - 5k nfe,2020_drought
424,0.677626547,0.942139396,0.464521162,-0.284627341,5.751,1.349,0,0.4,2.2,3.499759216,0.203079892,0.596451852,0.062112513,1.602346527,2.93292,0.75717,0.94351,0.78229,1.20143,1.19327,0.26821,0.63216,0.0794,1.3337,0.19327,0.73179,0.36784,0.9206,0.3337,191,39,99,12,195,0.0794,0.12045,0.391664053,gini minimization and supplied demand maximization - 5k nfe,2020_drought
425,-0.434468884,0.197791002,-0.660918208,-0.624900327,5.751,1.349,0,0.4,2.2,2.776897185,0.686906349,0.844160987,0.563797102,1.091988377,2.93292,0.75717,0.94351,0.78229,1.20143,0.9468,0.9072,0.8947,0.7207,0.90891,0.0532,0.0928,0.1053,0.2793,0.09109,152,133,140,106,133,0.7207,0.00494,0.042610962,gini minimization and supplied demand maximization - 5k nfe,2020_drought
426,0.647791124,0.751541453,0.425442352,-0.284627341,5.751,1.349,0,0.4,2.2,3.48036619,0.326968556,0.497964416,0.081505538,1.5769453,2.93292,0.75717,0.94351,0.78229,1.20143,1.18666,0.43183,0.52778,0.10419,1.31256,0.18666,0.56817,0.47222,0.89581,0.31256,190,63,82,15,192,0.10419,0.14101,0.356054134,gini minimization and supplied demand maximization - 5k nfe,2020_drought
427,0.08156403,-0.001605967,0.384084578,-0.274568374,5.751,1.349,0,0.4,2.2,3.11231858,0.816514379,0.035301146,0.456091477,1.543524419,2.93292,0.75717,0.94351,0.78229,1.20143,1.06117,1.07838,0.03741,0.58302,1.28474,0.06117,0.07838,0.96259,0.41698,0.28474,170,158,6,86,188,0.03741,0.00352,0.295696117,gini minimization and supplied demand maximization - 5k nfe,2020_drought
428,-0.249204809,0.028657572,-0.098736508,-0.28781676,5.751,1.349,0,0.4,2.2,2.897318834,0.796843078,0.368806152,0.662479772,1.238302164,2.93292,0.75717,0.94351,0.78229,1.20143,0.98786,1.0524,0.39089,0.84685,1.03069,0.01214,0.0524,0.60911,0.15315,0.03069,158,155,61,125,151,0.39089,0.00127,0.139890315,gini minimization and supplied demand maximization - 5k nfe,2020_drought
429,0.227590031,0.604161785,-0.113870918,-0.445889945,5.751,1.349,0,0.4,2.2,3.20723548,0.42276534,0.752721257,0.249815556,1.331212367,2.93292,0.75717,0.94351,0.78229,1.20143,1.09353,0.55835,0.79779,0.31934,1.10802,0.09353,0.44165,0.20221,0.68066,0.10802,175,82,125,47,162,0.31934,0.01684,0.217954465,gini minimization and supplied demand maximization - 5k nfe,2020_drought
430,0.782650771,-0.441323898,-0.763723352,0.715121799,5.751,1.349,0,0.4,2.2,3.568024961,1.102331033,0.495559646,0.643683708,0.154150652,2.93292,0.75717,0.94351,0.78229,1.20143,1.21654,1.45586,0.52523,0.82282,0.12831,0.21654,0.45586,0.47477,0.17718,0.87169,195,214,82,122,19,0.12831,0.01921,0.322641946,gini minimization and supplied demand maximization - 5k nfe,2020_drought
431,-0.480576965,0.875561423,-0.944354529,-0.274121507,5.751,1.349,0,0.4,2.2,2.746926933,0.246355575,1.468945369,0.821773588,0.679748536,2.93292,0.75717,0.94351,0.78229,1.20143,0.93658,0.32536,1.55689,1.05047,0.56578,0.06342,0.67464,0.55689,0.05047,0.43422,150,48,243,155,83,0.32536,0.00156,0.265857662,gini minimization and supplied demand maximization - 5k nfe,2020_drought
432,-0.480576965,0.797465383,-0.944354529,0.406620348,5.751,1.349,0,0.4,2.2,2.746926933,0.297118001,1.418182943,1.264255794,0.23726633,2.93292,0.75717,0.94351,0.78229,1.20143,0.93658,0.39241,1.50309,1.6161,0.19749,0.06342,0.60759,0.50309,0.6161,0.80251,150,58,235,239,29,0.19749,0.03459,0.33992083,gini minimization and supplied demand maximization - 5k nfe,2020_drought
433,0.336413744,-0.40760753,0.019710259,-0.23276346,5.751,1.349,0,0.4,2.2,3.277970893,1.080415394,0.008243437,0.317612358,1.279507917,2.93292,0.75717,0.94351,0.78229,1.20143,1.11765,1.42691,0.00874,0.406,1.06499,0.11765,0.42691,0.99126,0.594,0.06499,179,210,1,60,156,0.00874,0.0061,0.352657487,gini minimization and supplied demand maximization - 5k nfe,2020_drought
434,-0.337538804,0.564950619,-0.121974641,-0.280484734,5.751,1.349,0,0.4,2.2,2.839901737,0.448252598,0.732501419,0.724662686,1.21843156,2.93292,0.75717,0.94351,0.78229,1.20143,0.96828,0.59201,0.77636,0.92634,1.01415,0.03172,0.40799,0.22364,0.07366,0.01415,155,87,121,137,149,0.59201,0.00029,0.096905876,gini minimization and supplied demand maximization - 5k nfe,2020_drought
435,-0.869185781,0.868347059,0.592609117,0.890560794,5.751,1.349,0,0.4,2.2,2.494331203,0.251044912,0.465229662,1.831412814,0.92173141,2.93292,0.75717,0.94351,0.78229,1.20143,0.85046,0.33156,0.49308,2.34109,0.7672,0.14954,0.66844,0.50692,1.34109,0.2328,136,49,77,346,112,0.33156,0.07823,0.365969741,gini minimization and supplied demand maximization - 5k nfe,2020_drought
436,-0.614890737,-0.570215236,-0.722420972,0.422476351,5.751,1.349,0,0.4,2.2,2.659622981,1.186110403,0.384933728,1.361866147,0.37121674,2.93292,0.75717,0.94351,0.78229,1.20143,0.90682,1.5665,0.40798,1.74087,0.30898,0.09318,0.5665,0.59202,0.74087,0.69102,145,230,64,257,45,0.30898,0.07469,0.326276832,gini minimization and supplied demand maximization - 5k nfe,2020_drought
437,0.336413744,-0.419865996,0.019710259,-0.233840086,5.751,1.349,0,0.4,2.2,3.277970893,1.088383397,0.000275434,0.316912551,1.280207724,2.93292,0.75717,0.94351,0.78229,1.20143,1.11765,1.43744,0.00029,0.40511,1.06557,0.11765,0.43744,0.99971,0.59489,0.06557,179,211,0,60,156,0.00029,0.00621,0.3563623,gini minimization and supplied demand maximization - 5k nfe,2020_drought
438,0.786200262,0.999911843,0.901066215,0.37834803,5.751,1.349,0,0.4,2.2,3.57033213,0.165527802,0.350249658,0.422473589,1.45516682,2.93292,0.75717,0.94351,0.78229,1.20143,1.21733,0.21861,0.37122,0.54005,1.2112,0.21733,0.78139,0.62878,0.45995,0.2112,195,32,58,80,177,0.21861,0.06438,0.31895369,gini minimization and supplied demand maximization - 5k nfe,2020_drought
439,-0.282898938,0.982953276,-0.975573716,0.03904023,5.751,1.349,0,0.4,2.2,2.87541765,0.176550871,1.559042544,0.896837999,0.455900935,2.93292,0.75717,0.94351,0.78229,1.20143,0.98039,0.23317,1.65239,1.14643,0.37947,0.01961,0.76683,0.65239,0.14643,0.62053,157,34,258,169,56,0.23317,0.00331,0.328371871,gini minimization and supplied demand maximization - 5k nfe,2020_drought
